0.255166541800307	-280.316398613940
0.290361923195448	-280.183206795937
0.140781549719208	-280.371913227310
1.75589320861036e-10	-281.393066746065
-0.00879885167803707	-283.346589812667
-0.316758793419353	-286.454471276055
-1.33742695616535	-290.860997519396
-3.10599997698327	-295.755851637489
-5.30572018420767	-300.650725152930
-7.91019205822141	-305.523413638883
-10.3210922770520	-310.751275722300
-12.3536445035746	-316.223339324944
-13.8230702301251	-321.495618459205
-15.1869100854435	-326.556989994460
-16.8499121691594	-331.407428298489
-17.6770216011510	-335.270103538488
-19.8503601340732	-338.455618245884
-23.1059646097434	-340.952950669842
-27.2678571561932	-342.662222702543
-32.2216481713531	-343.561204289954
-36.8498805528378	-344.105034939654
-41.5045116797801	-344.837561911822
-46.1943407543752	-345.725485285974
-51.0689350336225	-346.213753238236
-55.5299943174097	-346.924099587983
-59.8678728816868	-348.011827834003
-64.7952827632194	-349.332637837208
-69.9954827468139	-351.818942242351
-75.1781049775664	-354.871362255583
-80.5982958933730	-357.102410371557
-85.9216667247122	-358.223401341281
-91.2098327626112	-358.944785059246
-96.5419939171534	-359.743858151202
-102.058935218530	-360.498536973937
-107.646265169987	-361.186605929529
-112.855239568660	-361.708188091282
-117.069913480672	-362.140927387843
-119.938368381655	-362.240776746361
-121.794942887852	-362.274040015714
-122.674828970510	-362.063122969003
-122.798008603100	-361.907719376283
-122.727611778505	-361.785616225610
-122.666015038589	-361.596922589127
-122.630820432873	-361.386046377998
-122.604423603653	-361.252859271703
-122.569227988497	-361.208464397693
-122.498840015210	-361.097486373190
-122.446050347835	-360.942113522671
-122.428457671056	-360.808941694603
-122.402063520180	-360.709059363819
-122.393268305633	-360.575883010861
-122.366873498776	-360.509295611720
-122.331679867815	-360.409411805479
-122.305283885855	-360.409414692647
-122.270087975070	-360.398315822975
-122.252487581709	-360.342813851955
-122.234887141688	-360.331707581111
-122.234887089184	-360.353905345753
-122.234889297994	-360.431604606923
-122.217290251132	-360.487096219682
-122.226088191024	-360.498192080167
-122.208491131849	-360.498194779986
-122.173290314900	-360.531477209872
-122.173289369770	-360.453781694429
-122.155690010717	-360.431579657603
-122.138089407000	-360.442670809872
-122.146886049269	-360.387169075366
-122.146885001512	-360.320572217710
-122.129284507900	-360.309465778054
-122.138082367226	-360.265066610345
-122.120480422234	-360.253955868366
-122.111675979228	-360.187345947264
-122.102873947975	-360.120743167967
-122.094069568429	-360.076331357041
-122.094065747112	-360.043023166441
-122.094061728720	-359.987516483138
-122.111654802251	-359.932007220204
-122.138046077705	-359.887594615657
-122.129241010688	-359.843180783656
-122.129234909151	-359.754371085804
-122.129227653637	-359.676656934973
-122.138021365043	-359.621146581615
-122.129218246027	-359.554540612034
-122.094018185346	-359.554528357763
-122.094012135162	-359.598906280974
-122.094004131305	-359.587783655548
-122.287574744055	-359.576664316142
-122.894698336086	-359.687636535403
-124.302523815413	-359.865187489232
-126.942202225007	-360.320199994075
-131.086513511182	-361.008308378042
-136.163528593578	-362.051607932873
-142.014850113737	-363.183676787290
-148.570080809344	-364.504390368766
-155.882013789675	-365.658580100658
-163.651496495055	-367.179026899284
-171.420981172938	-368.788257989768
-179.058487645803	-370.408591825033
-186.634413855079	-371.995643392136
-194.421511780472	-373.593770427925
-202.349399483256	-374.981014425964
-210.356487066817	-376.346062451568
-218.521938471874	-377.600073327437
-226.669778949959	-378.887348105358
-234.368900080002	-379.941592857551
-241.003312227107	-380.929207775320
-246.388288463939	-381.506218511984
-250.347842502764	-381.628225257556
-252.793980969244	-382.160942749804
-253.647483718616	-382.271911827134
-253.929054080286	-382.049930481977
-254.668189181699	-382.172030133386
-256.225595243290	-382.138671175656
-258.372537722663	-381.750137619946
-261.056185893348	-380.806595558979
-264.056578169658	-378.875212949447
